train_order	package_id	subject	owner	risk	semantic_outcome	write_set	prerequisites	verification	state
158	M6-I43	checker:evaluation/standards-effectiveness/verify-architecture-process-instance-coordination.sh	reference.patterns.architecture	consolidation	architecture-process-instance-coordination-declarative-authority	evaluation/standards-effectiveness/checker-migration-packages.tsv,evaluation/standards-effectiveness/executable-edge-dispositions.tsv,evaluation/standards-effectiveness/suite-registry.toml,evaluation/standards-effectiveness/suites/checker-migration-packages.toml,evaluation/standards-effectiveness/suites/architecture-process-instance-coordination.toml,evaluation/standards-effectiveness/verify-architecture-process-instance-coordination.sh,evaluation/standards-effectiveness/generated/checker-structure-inventory.tsv,evaluation/standards-effectiveness/generated/checker-dependency-components.tsv,evaluation/standards-effectiveness/generated/checker-dependency-edges.tsv,evaluation/standards-effectiveness/generated/checker-dependency-nodes.tsv,docs/plans/standards-verification-engine/plan.md,docs/plans/standards-verification-engine/execution-ledger.md,docs/plans/standards-verification-engine/reports/checker-inventory.md,evaluation/standards-effectiveness/execution-ledger.md,plans/standards-library-effectiveness-restructure-plan.md	M6-I42	focused-suite,focused-independent-gate,package-authority,edge-dispositions,mutation-parity,numeric-lifecycle,historical-gate-transfer,prior-edge-evidence-transfer,graph-freshness,declarative-all,source-unchanged,removed-paths,complete-checkpoint	accepted
159	M6-I44	checker:evaluation/standards-effectiveness/verify-milestone-7-row-39-decomposition.sh	migration.parent-plan	consolidation	milestone-7-row-39-declarative-lifecycle	evaluation/standards-effectiveness/checker-migration-packages.tsv,evaluation/standards-effectiveness/executable-edge-dispositions.tsv,evaluation/standards-effectiveness/milestone-7-row-35-transitive-contract-callers.tsv,evaluation/standards-effectiveness/suite-registry.toml,evaluation/standards-effectiveness/suites/checker-migration-packages.toml,evaluation/standards-effectiveness/suites/milestone-7-row-35-decomposition.toml,evaluation/standards-effectiveness/suites/milestone-7-row-39-decomposition.toml,evaluation/standards-effectiveness/verify-milestone-7-row-39-decomposition.sh,evaluation/standards-effectiveness/generated/checker-structure-inventory.tsv,evaluation/standards-effectiveness/generated/checker-dependency-components.tsv,evaluation/standards-effectiveness/generated/checker-dependency-edges.tsv,evaluation/standards-effectiveness/generated/checker-dependency-nodes.tsv,docs/plans/standards-verification-engine/plan.md,docs/plans/standards-verification-engine/issues.md,docs/plans/standards-verification-engine/execution-ledger.md,docs/plans/standards-verification-engine/reports/checker-inventory.md,evaluation/standards-effectiveness/execution-ledger.md,plans/standards-library-effectiveness-restructure-plan.md	M6-I43	focused-suite,row-35-caller-closure,focused-independent-gates,package-authority,edge-dispositions,mutation-parity,numeric-lifecycle,historical-gate-transfer,prior-edge-evidence-transfer,graph-freshness,declarative-all,source-unchanged,removed-paths,complete-checkpoint	accepted
160	M6-I45	checker:evaluation/standards-effectiveness/verify-architecture-owner-contract.sh	topic.architecture	consolidation	architecture-owner-contract-declarative-authority	evaluation/standards-effectiveness/README.md,evaluation/standards-effectiveness/checker-migration-packages.tsv,evaluation/standards-effectiveness/executable-edge-dispositions.tsv,evaluation/standards-effectiveness/suite-registry.toml,evaluation/standards-effectiveness/suites/checker-migration-packages.toml,evaluation/standards-effectiveness/suites/architecture-owner-contract.toml,evaluation/standards-effectiveness/verify-architecture-owner-contract.sh,evaluation/standards-effectiveness/generated/checker-structure-inventory.tsv,evaluation/standards-effectiveness/generated/checker-dependency-components.tsv,evaluation/standards-effectiveness/generated/checker-dependency-edges.tsv,evaluation/standards-effectiveness/generated/checker-dependency-nodes.tsv,docs/plans/standards-verification-engine/plan.md,docs/plans/standards-verification-engine/execution-ledger.md,docs/plans/standards-verification-engine/reports/checker-inventory.md,evaluation/standards-effectiveness/execution-ledger.md,plans/standards-library-effectiveness-restructure-plan.md	M6-I44	serial-coherent,focused-suite,focused-independent-gate,package-authority,edge-dispositions,mutation-parity,numeric-lifecycle,historical-gate-transfer,prior-edge-evidence-transfer,graph-freshness,declarative-all,source-unchanged,removed-paths	accepted
161	M6-I46	checker:evaluation/standards-effectiveness/verify-architecture-pattern-reference-owner.sh	reference.patterns.architecture	consolidation	architecture-pattern-reference-owner-declarative-authority	evaluation/standards-effectiveness/checker-migration-packages.tsv,evaluation/standards-effectiveness/executable-edge-dispositions.tsv,evaluation/standards-effectiveness/suite-registry.toml,evaluation/standards-effectiveness/suites/checker-migration-packages.toml,evaluation/standards-effectiveness/suites/architecture-pattern-reference-owner.toml,evaluation/standards-effectiveness/verify-architecture-pattern-reference-owner.sh,evaluation/standards-effectiveness/generated/checker-structure-inventory.tsv,evaluation/standards-effectiveness/generated/checker-dependency-components.tsv,evaluation/standards-effectiveness/generated/checker-dependency-edges.tsv,evaluation/standards-effectiveness/generated/checker-dependency-nodes.tsv,docs/plans/standards-verification-engine/plan.md,docs/plans/standards-verification-engine/execution-ledger.md,docs/plans/standards-verification-engine/reports/checker-inventory.md,evaluation/standards-effectiveness/execution-ledger.md,plans/standards-library-effectiveness-restructure-plan.md	M6-I45	serial-coherent,focused-suite,package-authority,edge-dispositions,mutation-parity,numeric-lifecycle,historical-gate-transfer,graph-freshness,declarative-all,source-unchanged,removed-paths	accepted
162	M6-I47	checker:evaluation/standards-effectiveness/verify-dependencies-population.sh	topic.dependencies	consolidation	dependencies-population-declarative-authority	evaluation/standards-effectiveness/README.md,evaluation/standards-effectiveness/checker-migration-packages.tsv,evaluation/standards-effectiveness/executable-edge-dispositions.tsv,evaluation/standards-effectiveness/suite-registry.toml,evaluation/standards-effectiveness/suites/checker-migration-packages.toml,evaluation/standards-effectiveness/suites/dependencies-population.toml,evaluation/standards-effectiveness/verify-dependencies-population.sh,evaluation/standards-effectiveness/generated/checker-structure-inventory.tsv,evaluation/standards-effectiveness/generated/checker-dependency-components.tsv,evaluation/standards-effectiveness/generated/checker-dependency-edges.tsv,evaluation/standards-effectiveness/generated/checker-dependency-nodes.tsv,docs/plans/standards-verification-engine/plan.md,docs/plans/standards-verification-engine/execution-ledger.md,docs/plans/standards-verification-engine/reports/checker-inventory.md,evaluation/standards-effectiveness/execution-ledger.md,plans/standards-library-effectiveness-restructure-plan.md	M6-I46	serial-coherent,focused-suite,focused-independent-gates,package-authority,edge-dispositions,mutation-parity,numeric-lifecycle,graph-freshness,declarative-all,source-unchanged,removed-paths	accepted
163	M6-I48	checker:evaluation/standards-effectiveness/verify-csharp-async-owner-contract.sh	profile.language.csharp.async	consolidation	csharp-async-owner-contract-declarative-authority	evaluation/standards-effectiveness/README.md,evaluation/standards-effectiveness/checker-migration-packages.tsv,evaluation/standards-effectiveness/executable-edge-dispositions.tsv,evaluation/standards-effectiveness/milestone-7-row-35-readme-dependencies.tsv,evaluation/standards-effectiveness/suite-registry.toml,evaluation/standards-effectiveness/suites/checker-migration-packages.toml,evaluation/standards-effectiveness/suites/csharp-async-owner-contract.toml,evaluation/standards-effectiveness/verify-csharp-async-owner-contract.sh,evaluation/standards-effectiveness/generated/checker-structure-inventory.tsv,evaluation/standards-effectiveness/generated/checker-dependency-components.tsv,evaluation/standards-effectiveness/generated/checker-dependency-edges.tsv,evaluation/standards-effectiveness/generated/checker-dependency-nodes.tsv,docs/plans/standards-verification-engine/plan.md,docs/plans/standards-verification-engine/execution-ledger.md,docs/plans/standards-verification-engine/reports/checker-inventory.md,evaluation/standards-effectiveness/execution-ledger.md,plans/standards-library-effectiveness-restructure-plan.md	M6-I47	serial-coherent,focused-suite,row-35-consumer-transition,focused-independent-gates,package-authority,edge-dispositions,mutation-parity,numeric-lifecycle,graph-freshness,declarative-all,source-unchanged,removed-paths	accepted
164	M6-I49	checker:evaluation/standards-effectiveness/verify-readme-template-derivation-closure.sh	workflow.documentation	consolidation	readme-template-derivation-closure-declarative-authority	evaluation/standards-effectiveness/checker-migration-packages.tsv,evaluation/standards-effectiveness/executable-edge-dispositions.tsv,evaluation/standards-effectiveness/suite-registry.toml,evaluation/standards-effectiveness/suites/checker-migration-packages.toml,evaluation/standards-effectiveness/suites/readme-template-derivation-closure.toml,evaluation/standards-effectiveness/verify-readme-template-derivation-closure.sh,evaluation/standards-effectiveness/generated/checker-structure-inventory.tsv,evaluation/standards-effectiveness/generated/checker-dependency-components.tsv,evaluation/standards-effectiveness/generated/checker-dependency-edges.tsv,evaluation/standards-effectiveness/generated/checker-dependency-nodes.tsv,docs/plans/standards-verification-engine/plan.md,docs/plans/standards-verification-engine/execution-ledger.md,docs/plans/standards-verification-engine/reports/checker-inventory.md,evaluation/standards-effectiveness/execution-ledger.md,plans/standards-library-effectiveness-restructure-plan.md	M6-I48	serial-coherent,focused-suite,focused-independent-gates,package-authority,edge-dispositions,mutation-parity,numeric-lifecycle,historical-gate-transfer,prior-edge-evidence-transfer,graph-freshness,declarative-all,source-unchanged,removed-paths	accepted
165	M6-I50	checker:evaluation/standards-effectiveness/verify-documentation-decisions.sh	workflow.documentation	consolidation	documentation-decisions-declarative-authority	evaluation/standards-effectiveness/README.md,evaluation/standards-effectiveness/checker-migration-packages.tsv,evaluation/standards-effectiveness/executable-edge-dispositions.tsv,evaluation/standards-effectiveness/fixtures/documentation/decisions.tsv,evaluation/standards-effectiveness/suite-registry.toml,evaluation/standards-effectiveness/suites/checker-migration-packages.toml,evaluation/standards-effectiveness/suites/documentation-decisions.toml,evaluation/standards-effectiveness/verify-documentation-decisions.sh,evaluation/standards-effectiveness/generated/checker-structure-inventory.tsv,evaluation/standards-effectiveness/generated/checker-dependency-components.tsv,evaluation/standards-effectiveness/generated/checker-dependency-edges.tsv,evaluation/standards-effectiveness/generated/checker-dependency-nodes.tsv,docs/plans/standards-verification-engine/plan.md,docs/plans/standards-verification-engine/execution-ledger.md,docs/plans/standards-verification-engine/reports/checker-inventory.md,evaluation/standards-effectiveness/execution-ledger.md,plans/standards-library-effectiveness-restructure-plan.md	M6-I49	serial-coherent,focused-suite,package-authority,edge-dispositions,mutation-parity,numeric-lifecycle,historical-gate-transfer,graph-freshness,declarative-all,source-unchanged,removed-paths	accepted
166	M6-I51	checker:evaluation/standards-effectiveness/verify-typescript-async-owner-contract.sh	profile.language.typescript.async	consolidation	typescript-async-owner-contract-declarative-authority	evaluation/standards-effectiveness/README.md,evaluation/standards-effectiveness/checker-migration-packages.tsv,evaluation/standards-effectiveness/executable-edge-dispositions.tsv,evaluation/standards-effectiveness/milestone-7-row-35-readme-dependencies.tsv,evaluation/standards-effectiveness/suite-registry.toml,evaluation/standards-effectiveness/suites/checker-migration-packages.toml,evaluation/standards-effectiveness/suites/typescript-async-owner-contract.toml,evaluation/standards-effectiveness/verify-typescript-async-owner-contract.sh,evaluation/standards-effectiveness/generated/checker-structure-inventory.tsv,evaluation/standards-effectiveness/generated/checker-dependency-components.tsv,evaluation/standards-effectiveness/generated/checker-dependency-edges.tsv,evaluation/standards-effectiveness/generated/checker-dependency-nodes.tsv,docs/plans/standards-verification-engine/plan.md,docs/plans/standards-verification-engine/execution-ledger.md,docs/plans/standards-verification-engine/reports/checker-inventory.md,evaluation/standards-effectiveness/execution-ledger.md,plans/standards-library-effectiveness-restructure-plan.md	M6-I50	serial-coherent,focused-suite,row-35-consumer-transition,focused-independent-gates,package-authority,edge-dispositions,mutation-parity,numeric-lifecycle,graph-freshness,declarative-all,source-unchanged,removed-paths	accepted
167	M6-I52	checker:evaluation/standards-effectiveness/verify-godot-owner-contract.sh	profile.framework.godot	consolidation	godot-owner-contract-declarative-authority	evaluation/standards-effectiveness/README.md,evaluation/standards-effectiveness/checker-migration-packages.tsv,evaluation/standards-effectiveness/executable-edge-dispositions.tsv,evaluation/standards-effectiveness/milestone-7-row-35-readme-dependencies.tsv,evaluation/standards-effectiveness/suite-registry.toml,evaluation/standards-effectiveness/suites/checker-migration-packages.toml,evaluation/standards-effectiveness/suites/godot-owner-contract.toml,evaluation/standards-effectiveness/verify-godot-owner-contract.sh,evaluation/standards-effectiveness/generated/checker-structure-inventory.tsv,evaluation/standards-effectiveness/generated/checker-dependency-components.tsv,evaluation/standards-effectiveness/generated/checker-dependency-edges.tsv,evaluation/standards-effectiveness/generated/checker-dependency-nodes.tsv,docs/plans/standards-verification-engine/plan.md,docs/plans/standards-verification-engine/execution-ledger.md,docs/plans/standards-verification-engine/reports/checker-inventory.md,evaluation/standards-effectiveness/execution-ledger.md,plans/standards-library-effectiveness-restructure-plan.md	M6-I51	serial-coherent,focused-suite,row-35-consumer-transition,focused-independent-gates,package-authority,edge-dispositions,mutation-parity,numeric-lifecycle,graph-freshness,declarative-all,source-unchanged,removed-paths	accepted
168	M6-I53	checker:evaluation/standards-effectiveness/verify-milestone-7-row-13-decomposition.sh	migration.parent-plan	consolidation	milestone-7-row-13-decomposition-declarative-authority	evaluation/standards-effectiveness/README.md,evaluation/standards-effectiveness/checker-migration-packages.tsv,evaluation/standards-effectiveness/executable-edge-dispositions.tsv,evaluation/standards-effectiveness/suite-registry.toml,evaluation/standards-effectiveness/suites/checker-migration-packages.toml,evaluation/standards-effectiveness/suites/milestone-7-row-13-decomposition.toml,evaluation/standards-effectiveness/verify-milestone-7-row-13-decomposition.sh,evaluation/standards-effectiveness/generated/checker-structure-inventory.tsv,evaluation/standards-effectiveness/generated/checker-dependency-components.tsv,evaluation/standards-effectiveness/generated/checker-dependency-edges.tsv,evaluation/standards-effectiveness/generated/checker-dependency-nodes.tsv,docs/plans/standards-verification-engine/plan.md,docs/plans/standards-verification-engine/execution-ledger.md,docs/plans/standards-verification-engine/reports/checker-inventory.md,evaluation/standards-effectiveness/execution-ledger.md,plans/standards-library-effectiveness-restructure-plan.md	M6-I52	serial-coherent,focused-suite,focused-independent-gates,package-authority,edge-dispositions,mutation-parity,numeric-lifecycle,historical-gate-transfer,prior-edge-evidence-transfer,graph-freshness,declarative-all,source-unchanged,removed-paths	accepted
169	M6-I54	checker:evaluation/standards-effectiveness/verify-rust-binding-workspace-evidence.sh	profile.language.rust.language-bindings	consolidation	rust-binding-workspace-evidence-declarative-authority	evaluation/standards-effectiveness/README.md,evaluation/standards-effectiveness/checker-migration-packages.tsv,evaluation/standards-effectiveness/executable-edge-dispositions.tsv,evaluation/standards-effectiveness/suite-registry.toml,evaluation/standards-effectiveness/suites/checker-migration-packages.toml,evaluation/standards-effectiveness/suites/rust-binding-workspace-evidence.toml,evaluation/standards-effectiveness/verify-rust-binding-workspace-evidence.sh,evaluation/standards-effectiveness/generated/checker-structure-inventory.tsv,evaluation/standards-effectiveness/generated/checker-dependency-components.tsv,evaluation/standards-effectiveness/generated/checker-dependency-edges.tsv,evaluation/standards-effectiveness/generated/checker-dependency-nodes.tsv,docs/plans/standards-verification-engine/plan.md,docs/plans/standards-verification-engine/execution-ledger.md,docs/plans/standards-verification-engine/reports/checker-inventory.md,evaluation/standards-effectiveness/execution-ledger.md,plans/standards-library-effectiveness-restructure-plan.md	M6-I53	serial-coherent,focused-suite,focused-independent-gates,package-authority,edge-dispositions,mutation-parity,numeric-lifecycle,historical-gate-transfer,prior-edge-evidence-transfer,graph-freshness,declarative-all,source-unchanged,removed-paths	accepted
170	M6-I55	checker:evaluation/standards-effectiveness/verify-dependencies-owner-contract.sh	topic.dependencies	consolidation	dependencies-owner-contract-declarative-authority	evaluation/standards-effectiveness/README.md,evaluation/standards-effectiveness/checker-migration-packages.tsv,evaluation/standards-effectiveness/executable-edge-dispositions.tsv,evaluation/standards-effectiveness/milestone-7-row-35-readme-dependencies.tsv,evaluation/standards-effectiveness/suite-registry.toml,evaluation/standards-effectiveness/suites/checker-migration-packages.toml,evaluation/standards-effectiveness/suites/dependencies-owner-contract.toml,evaluation/standards-effectiveness/verify-dependencies-owner-contract.sh,evaluation/standards-effectiveness/generated/checker-structure-inventory.tsv,evaluation/standards-effectiveness/generated/checker-dependency-components.tsv,evaluation/standards-effectiveness/generated/checker-dependency-edges.tsv,evaluation/standards-effectiveness/generated/checker-dependency-nodes.tsv,docs/plans/standards-verification-engine/plan.md,docs/plans/standards-verification-engine/execution-ledger.md,docs/plans/standards-verification-engine/reports/checker-inventory.md,evaluation/standards-effectiveness/execution-ledger.md,plans/standards-library-effectiveness-restructure-plan.md	M6-I54	serial-coherent,focused-suite,row-35-consumer-transition,focused-independent-gates,package-authority,edge-dispositions,mutation-parity,numeric-lifecycle,historical-gate-transfer,prior-edge-evidence-transfer,graph-freshness,declarative-all,source-unchanged,removed-paths	accepted
171	M6-I56	checker:evaluation/standards-effectiveness/verify-milestone-7-row-7-decomposition.sh	migration.parent-plan	consolidation	milestone-7-row-7-decomposition-declarative-authority	evaluation/standards-effectiveness/README.md,evaluation/standards-effectiveness/checker-migration-packages.tsv,evaluation/standards-effectiveness/executable-edge-dispositions.tsv,evaluation/standards-effectiveness/suite-registry.toml,evaluation/standards-effectiveness/suites/checker-migration-packages.toml,evaluation/standards-effectiveness/suites/milestone-7-row-7-decomposition.toml,evaluation/standards-effectiveness/verify-milestone-7-row-7-decomposition.sh,evaluation/standards-effectiveness/generated/checker-structure-inventory.tsv,evaluation/standards-effectiveness/generated/checker-dependency-components.tsv,evaluation/standards-effectiveness/generated/checker-dependency-edges.tsv,evaluation/standards-effectiveness/generated/checker-dependency-nodes.tsv,docs/plans/standards-verification-engine/plan.md,docs/plans/standards-verification-engine/execution-ledger.md,docs/plans/standards-verification-engine/reports/checker-inventory.md,evaluation/standards-effectiveness/execution-ledger.md,plans/standards-library-effectiveness-restructure-plan.md	M6-I55	serial-coherent,focused-suite,focused-independent-gates,package-authority,edge-dispositions,mutation-parity,numeric-lifecycle,historical-gate-transfer,prior-edge-evidence-transfer,graph-freshness,declarative-all,source-unchanged,removed-paths	accepted
172	M6-I57	checker:evaluation/standards-effectiveness/verify-resilience-recovery-policy.sh	topic.resilience	consolidation	resilience-recovery-policy-declarative-authority	evaluation/standards-effectiveness/README.md,evaluation/standards-effectiveness/checker-migration-packages.tsv,evaluation/standards-effectiveness/executable-edge-dispositions.tsv,evaluation/standards-effectiveness/suite-registry.toml,evaluation/standards-effectiveness/suites/checker-migration-packages.toml,evaluation/standards-effectiveness/suites/resilience-recovery-policy.toml,evaluation/standards-effectiveness/verify-resilience-recovery-policy.sh,evaluation/standards-effectiveness/generated/checker-structure-inventory.tsv,evaluation/standards-effectiveness/generated/checker-dependency-components.tsv,evaluation/standards-effectiveness/generated/checker-dependency-edges.tsv,evaluation/standards-effectiveness/generated/checker-dependency-nodes.tsv,docs/plans/standards-verification-engine/plan.md,docs/plans/standards-verification-engine/execution-ledger.md,docs/plans/standards-verification-engine/reports/checker-inventory.md,evaluation/standards-effectiveness/execution-ledger.md,plans/standards-library-effectiveness-restructure-plan.md	M6-I56	serial-coherent,focused-suite,focused-independent-gates,package-authority,edge-dispositions,mutation-parity,numeric-lifecycle,graph-freshness,declarative-all,source-unchanged,removed-paths	accepted
173	M6-I58	checker:evaluation/standards-effectiveness/verify-resilience-owner-contract.sh	topic.resilience	consolidation	resilience-owner-contract-declarative-authority	evaluation/standards-effectiveness/README.md,evaluation/standards-effectiveness/checker-migration-packages.tsv,evaluation/standards-effectiveness/executable-edge-dispositions.tsv,evaluation/standards-effectiveness/suite-registry.toml,evaluation/standards-effectiveness/suites/checker-migration-packages.toml,evaluation/standards-effectiveness/suites/resilience-owner-contract.toml,evaluation/standards-effectiveness/verify-resilience-owner-contract.sh,evaluation/standards-effectiveness/generated/checker-structure-inventory.tsv,evaluation/standards-effectiveness/generated/checker-dependency-components.tsv,evaluation/standards-effectiveness/generated/checker-dependency-edges.tsv,evaluation/standards-effectiveness/generated/checker-dependency-nodes.tsv,docs/plans/standards-verification-engine/plan.md,docs/plans/standards-verification-engine/execution-ledger.md,docs/plans/standards-verification-engine/reports/checker-inventory.md,evaluation/standards-effectiveness/execution-ledger.md,plans/standards-library-effectiveness-restructure-plan.md	M6-I57	serial-coherent,focused-suite,focused-independent-gates,package-authority,edge-dispositions,mutation-parity,numeric-lifecycle,historical-gate-transfer,prior-edge-evidence-transfer,graph-freshness,declarative-all,source-unchanged,removed-paths	accepted
174	M6-I59	checker:evaluation/standards-effectiveness/verify-rust-binding-core-adapter-testability.sh	profile.language.rust.language-bindings	consolidation	rust-binding-core-adapter-testability-declarative-authority	evaluation/standards-effectiveness/README.md,evaluation/standards-effectiveness/checker-migration-packages.tsv,evaluation/standards-effectiveness/executable-edge-dispositions.tsv,evaluation/standards-effectiveness/fixtures/rust/binding-core-adapter-testability-observed.tsv,evaluation/standards-effectiveness/fixtures/rust/binding-core-adapter-testability-schema.tsv,evaluation/standards-effectiveness/suite-registry.toml,evaluation/standards-effectiveness/suites/checker-migration-packages.toml,evaluation/standards-effectiveness/suites/rust-binding-core-adapter-testability.toml,evaluation/standards-effectiveness/verify-rust-binding-core-adapter-testability.sh,evaluation/standards-effectiveness/generated/checker-structure-inventory.tsv,evaluation/standards-effectiveness/generated/checker-dependency-components.tsv,evaluation/standards-effectiveness/generated/checker-dependency-edges.tsv,evaluation/standards-effectiveness/generated/checker-dependency-nodes.tsv,docs/plans/standards-verification-engine/plan.md,docs/plans/standards-verification-engine/execution-ledger.md,docs/plans/standards-verification-engine/reports/checker-inventory.md,evaluation/standards-effectiveness/execution-ledger.md,plans/standards-library-effectiveness-restructure-plan.md	M6-I58	serial-coherent,focused-suite,focused-independent-gates,native-engine-helper,obsolete-fixtures-removed,package-authority,edge-dispositions,mutation-parity,numeric-lifecycle,historical-gate-transfer,prior-edge-evidence-transfer,graph-freshness,declarative-all,source-unchanged,removed-paths	accepted
175	M6-I60	checker:evaluation/standards-effectiveness/verify-rust-async-boundary.sh	profile.language.rust.async	consolidation	rust-async-boundary-declarative-authority	evaluation/standards-effectiveness/README.md,evaluation/standards-effectiveness/checker-migration-packages.tsv,evaluation/standards-effectiveness/executable-edge-dispositions.tsv,evaluation/standards-effectiveness/milestone-7-row-35-readme-consumers.tsv,evaluation/standards-effectiveness/milestone-7-row-35-readme-dependencies.tsv,evaluation/standards-effectiveness/suite-registry.toml,evaluation/standards-effectiveness/suites/checker-migration-packages.toml,evaluation/standards-effectiveness/suites/rust-async-boundary.toml,evaluation/standards-effectiveness/verify-rust-async-boundary.sh,evaluation/standards-effectiveness/generated/checker-structure-inventory.tsv,evaluation/standards-effectiveness/generated/checker-dependency-components.tsv,evaluation/standards-effectiveness/generated/checker-dependency-edges.tsv,evaluation/standards-effectiveness/generated/checker-dependency-nodes.tsv,docs/plans/standards-verification-engine/plan.md,docs/plans/standards-verification-engine/execution-ledger.md,docs/plans/standards-verification-engine/reports/checker-inventory.md,evaluation/standards-effectiveness/execution-ledger.md,plans/standards-library-effectiveness-restructure-plan.md	M6-I59	serial-coherent,focused-suite,row-35-consumer-transition,focused-independent-gates,native-engine-helper,package-authority,edge-dispositions,mutation-parity,numeric-lifecycle,historical-gate-transfer,prior-edge-evidence-transfer,graph-freshness,declarative-all,source-unchanged,removed-paths	accepted
176	M6-I61	checker:evaluation/standards-effectiveness/verify-launcher-population.sh	profile.application.launcher	consolidation	launcher-population-declarative-authority	evaluation/standards-effectiveness/README.md,evaluation/standards-effectiveness/checker-migration-packages.tsv,evaluation/standards-effectiveness/executable-edge-dispositions.tsv,evaluation/standards-effectiveness/milestone-7-source-package-preparation.tsv,evaluation/standards-effectiveness/suite-registry.toml,evaluation/standards-effectiveness/suites/checker-migration-packages.toml,evaluation/standards-effectiveness/suites/launcher-population.toml,evaluation/standards-effectiveness/verify-launcher-population.sh,evaluation/standards-effectiveness/generated/checker-structure-inventory.tsv,evaluation/standards-effectiveness/generated/checker-dependency-components.tsv,evaluation/standards-effectiveness/generated/checker-dependency-edges.tsv,evaluation/standards-effectiveness/generated/checker-dependency-nodes.tsv,docs/plans/standards-verification-engine/plan.md,docs/plans/standards-verification-engine/execution-ledger.md,docs/plans/standards-verification-engine/reports/checker-inventory.md,evaluation/standards-effectiveness/execution-ledger.md,plans/standards-library-effectiveness-restructure-plan.md	M6-I60	serial-coherent,focused-suite,focused-independent-gates,package-authority,edge-dispositions,mutation-parity,numeric-lifecycle,historical-gate-transfer,prior-edge-evidence-transfer,source-package-transition,graph-freshness,declarative-all,source-unchanged,removed-paths	accepted
177	M6-I62	checker:evaluation/standards-effectiveness/verify-launcher-owner-contract.sh	profile.application.launcher	consolidation	launcher-owner-row14-declarative-authority	docs/plans/planning-proportionality-recovery/reports/active-plan-consumer-dispositions.tsv,evaluation/standards-effectiveness/README.md,evaluation/standards-effectiveness/checker-migration-packages.tsv,evaluation/standards-effectiveness/executable-edge-dispositions.tsv,evaluation/standards-effectiveness/milestone-7-row-35-readme-dependencies.tsv,evaluation/standards-effectiveness/suite-registry.toml,evaluation/standards-effectiveness/suites/checker-migration-packages.toml,evaluation/standards-effectiveness/suites/launcher-owner-row-14.toml,evaluation/standards-effectiveness/verify-launcher-owner-contract.sh,evaluation/standards-effectiveness/verify-milestone-7-row-14-decomposition.sh,evaluation/standards-effectiveness/generated/checker-structure-inventory.tsv,evaluation/standards-effectiveness/generated/checker-dependency-components.tsv,evaluation/standards-effectiveness/generated/checker-dependency-edges.tsv,evaluation/standards-effectiveness/generated/checker-dependency-nodes.tsv,docs/plans/standards-verification-engine/plan.md,docs/plans/standards-verification-engine/execution-ledger.md,docs/plans/standards-verification-engine/reports/checker-inventory.md,evaluation/standards-effectiveness/execution-ledger.md,plans/standards-library-effectiveness-restructure-plan.md	M6-I61	owner-wave,focused-suite,focused-independent-gates,package-authority,edge-dispositions,mutation-parity,numeric-lifecycle,historical-gate-transfer,prior-edge-evidence-transfer,row-35-consumer-transition,graph-freshness,declarative-all,mixed-checkpoint,source-unchanged,removed-paths	accepted
178	M6-I63	checker:evaluation/standards-effectiveness/verify-milestone-7-row-14-decomposition.sh	profile.application.launcher	consolidation	launcher-owner-row14-declarative-authority	docs/plans/planning-proportionality-recovery/reports/active-plan-consumer-dispositions.tsv,evaluation/standards-effectiveness/README.md,evaluation/standards-effectiveness/checker-migration-packages.tsv,evaluation/standards-effectiveness/executable-edge-dispositions.tsv,evaluation/standards-effectiveness/milestone-7-row-35-readme-dependencies.tsv,evaluation/standards-effectiveness/suite-registry.toml,evaluation/standards-effectiveness/suites/checker-migration-packages.toml,evaluation/standards-effectiveness/suites/launcher-owner-row-14.toml,evaluation/standards-effectiveness/verify-launcher-owner-contract.sh,evaluation/standards-effectiveness/verify-milestone-7-row-14-decomposition.sh,evaluation/standards-effectiveness/generated/checker-structure-inventory.tsv,evaluation/standards-effectiveness/generated/checker-dependency-components.tsv,evaluation/standards-effectiveness/generated/checker-dependency-edges.tsv,evaluation/standards-effectiveness/generated/checker-dependency-nodes.tsv,docs/plans/standards-verification-engine/plan.md,docs/plans/standards-verification-engine/execution-ledger.md,docs/plans/standards-verification-engine/reports/checker-inventory.md,evaluation/standards-effectiveness/execution-ledger.md,plans/standards-library-effectiveness-restructure-plan.md	M6-I62	owner-wave,focused-suite,focused-independent-gates,package-authority,edge-dispositions,mutation-parity,numeric-lifecycle,historical-gate-transfer,prior-edge-evidence-transfer,row-35-consumer-transition,graph-freshness,declarative-all,mixed-checkpoint,source-unchanged,removed-paths	accepted
