candidate_id	checker	line	column	matcher	operator	numeric_literals	expression	source_fingerprint	source_text
numeric-1c1c6db70ef70bf514b6d83838fa671719594fafa298af6d4cb7949f90aa899f	evaluation/standards-effectiveness/verify-milestone-7-row-6-decomposition.sh	50	16	symbolic-numeric	>	1	NR > 1	b7dba730ea688c8a517721396aa379c53d1e196427968914a813fbbb3e7f96b8	"  awk -F '\t' 'NR > 1 && $1 >= ""STD-0294"" && $1 <= ""STD-0299"" { print $1 }' \"
numeric-2c491d47f66265a3c64b127e4fe3d30a7779e9cd10d2c112acf3a1eb8a6c7c0b	evaluation/standards-effectiveness/verify-milestone-7-row-6-decomposition.sh	56	16	symbolic-numeric	==	6	$1 == 6	3eec8004aa0ddedd061997849cdb91524cf48fcd1b93c8335d15d3265c1583da	"  awk -F '\t' '$1 == 6 { print $1 ""\t"" $2 ""\t"" $3 ""\t"" $4 ""\t"" $9 }' \"
numeric-f7897c17ae9948fef3c19c968590ef82e0bceed60d268a491e60da4e623b8356	evaluation/standards-effectiveness/verify-milestone-7-row-7-decomposition.sh	20	16	symbolic-numeric	==	7	$1 == 7	20ea4743931d452c3547112df9773a624b4fe1eb6ff6ce9bf241f53c30be4852	  awk -F '\t' '$1 == 7 {
numeric-f5e70e60cac98d2d0ae7442fbb542297d5f2ab4aabecb5e434c4c741fdb22a63	evaluation/standards-effectiveness/verify-milestone-7-row-7-decomposition.sh	30	6	shell-numeric	-eq	7	"""$baseline"" -eq 7"	30f5321460246ad6173944562cca1b4c1f73227d2450dde4762c039c8bad6855	"  [[ ""$baseline"" -eq 7 ]] || continue"
numeric-6d25a5d73a2799dde3160aa70dc1728e2adc58501535f64a5d51874da9147d6a	evaluation/standards-effectiveness/verify-milestone-7-row-7-decomposition.sh	38	4	shell-numeric	-eq	4	"""$row_count"" -eq 4"	84ffb9df686678543bf3e133fcbc19c4fd9c12bb706fdcc5bc6540937c6b0bcc	"[[ ""$row_count"" -eq 4 ]]"
numeric-c69da6bf0bcf0bfc1c686eec948c99ebadbba8d07bfbfc8f087aec681911f8a7	evaluation/standards-effectiveness/verify-milestone-7-row-7-decomposition.sh	42	16	symbolic-numeric	==	7	$1 == 7	20ea4743931d452c3547112df9773a624b4fe1eb6ff6ce9bf241f53c30be4852	  awk -F '\t' '$1 == 7 {
numeric-7a46572252e7b984b8a4eaa98553df7b79ba2737cf487c38ccd741f63fd855d5	evaluation/standards-effectiveness/verify-milestone-7-row-7-decomposition.sh	50	16	symbolic-numeric	>	1	NR > 1	55a82387f118fbc7a06b92310761d64867bfa6f47f6c47cce445580011e8c25f	"  awk -F '\t' 'NR > 1 && $1 >= ""STD-0761"" && $1 <= ""STD-0771"" { print $1 }' \"
numeric-6b33553de00d61ec2f1e4fd1fcf037d7762c3db75318d7aaeb28373b01dff344	evaluation/standards-effectiveness/verify-milestone-7-row-7-decomposition.sh	57	16	symbolic-numeric	==	7	$1 == 7	20ea4743931d452c3547112df9773a624b4fe1eb6ff6ce9bf241f53c30be4852	  awk -F '\t' '$1 == 7 {
numeric-18975cb49f97d7ab7f5ae9a89808712fcb55f2256f8bc979ba9bf3f950260f80	evaluation/standards-effectiveness/verify-milestone-7-row-8-decomposition.sh	18	41	symbolic-numeric	==	8	$1 == 8	a5a37c115ddcf1892b6f9f2644e7fef60074aaf39c1dd454e8b277802c2715c8	"mapfile -t actual_rows < <(awk -F '\t' '$1 == 8 { print $1 ""\t"" $2 ""\t"" $3 ""\t"" $4 ""\t"" $5 ""\t"" $6 ""\t"" $7 ""\t"" $8 }' ""$OVERLAY"")"
numeric-8831360533b137639656ee6ade0f650611c5de657d67a0648481f21b0c6ec29e	evaluation/standards-effectiveness/verify-milestone-7-row-8-decomposition.sh	22	40	symbolic-numeric	==	8	$1 == 8	5eaaff135eb264fdc88a0b2f204a148f910745d8dee96773f3d5f4bcc9b92b89	"mapfile -t actual_ids < <(awk -F '\t' '$1 == 8 { n = split($3, ids, "",""); for (i = 1; i <= n; i += 1) print ids[i] }' ""$OVERLAY"")"
numeric-894d77e0d413c2fc0c2ab481149b0b9ac740eaeae36c2e44567688fd2a7c1f59	evaluation/standards-effectiveness/verify-milestone-7-row-8-decomposition.sh	25	42	symbolic-numeric	>	1	NR > 1	727b7bf863bcfddb558241d4b961b4c1bc7fa349af8340ce2c8013be72247b51	"mapfile -t dispositions < <(awk -F '\t' 'NR > 1 && $1 >= ""STD-0782"" && $1 <= ""STD-0789"" { print $1 }' ""$DISPOSITIONS"")"
numeric-cbffc89114677f88c67d6d8da0e13821042a5f777d4cf86892db0b310b35b907	evaluation/standards-effectiveness/verify-milestone-7-row-8-decomposition.sh	28	29	symbolic-numeric	==	8	$1 == 8	e477e069a97f0aba59e2b003f2696993db2c16672c33631cd7aa90d0ab8d7cd6	"package_row=""$(awk -F '\t' '$1 == 8 { print $1 ""\t"" $2 ""\t"" $3 ""\t"" $4 ""\t"" $9 ""\t"" $10 }' ""$PACKAGES"")"""
numeric-27aa500afc1edd660202e27bf5da514e8f3d7eac4052cf5f2872958bff47e1d0	evaluation/standards-effectiveness/verify-milestone-7-rust-async-decomposition.sh	34	38	shell-numeric	-eq	0	""" | sort | uniq -d | wc -l)"" -eq 0"	2b823f3c5ff842528f85ee218cd2d34a1980fa3d715cf0a31c9e4757818d58b7	"[[ ""$(printf '%s\n' ""${actual_ids[@]}"" | sort | uniq -d | wc -l)"" -eq 0 ]]"
numeric-7a63111819d3900b483da19da852f2e587dcf2bd4d4f5eca52cb43d4ef9d15fb	evaluation/standards-effectiveness/verify-milestone-7-rust-async-decomposition.sh	62	7	symbolic-numeric	>	1	NR > 1	523f9225f440f31b8dc64b5b6acf7bda5b1c9d7e21a364782e74519c53b40faf	      NR > 1 && $1 == expected {
numeric-b111abe9425fb654f73c5ccdb83135b24e7fa8651418564f897d8a265e16e501	evaluation/standards-effectiveness/verify-milestone-7-rust-async-decomposition.sh	67	13	symbolic-numeric	>	1	count > 1	c832b1829f31c0db4192729e64070d250136232a2a46585b470891b13f63b6fc	        if (count > 1) {
numeric-478ecf46a89c32a6bd394746792d1a42f1d4a56c7c3fa650407d03b50993b29a	evaluation/standards-effectiveness/verify-milestone-7-rust-async-decomposition.sh	70	13	symbolic-numeric	==	1	count == 1	0d1a83c0b36f71057e18aeaa4d770f13a536294f83c56c616bd4960d7e04a723	        if (count == 1) {
numeric-487cfb294640c22510b21ddc3d0c18990d9b3be1c476d6e2a2ef408b696f0a8c	evaluation/standards-effectiveness/verify-milestone-7-rust-async-decomposition.sh	106	4	shell-numeric	-eq	9	"""$row_count"" -eq 9"	b8c451ceb85dba8d7521392efc4fadd4aba07a0d7d11c9231b21f9ae4d1970fd	"[[ ""$row_count"" -eq 9 ]]"
numeric-f7ef90a008662e7a3ef1d33be0fc45005cf0422397195753d942008da9bb1168	evaluation/standards-effectiveness/verify-milestone-7-rust-async-decomposition.sh	131	6	shell-numeric	-eq	1	"""$((planned + accepted))"" -eq 1"	87bf9bfded17979677faf91262334f7e6aaaca781f9f252bd2b17f3c88b2f966	"  [[ ""$((planned + accepted))"" -eq 1 ]]"
numeric-6f6f6d9553708556e49a2d964029ba39ff873a2855addb4af20f56afab6bd365	evaluation/standards-effectiveness/verify-milestone-7-rust-async-decomposition.sh	133	9	shell-numeric	-eq	1	"""$accepted"" -eq 1"	6231d1a6e23abb6bd3ba12813dafca82e2e719a10d639ec718c37b9f7b3c5eb1	"  if [[ ""$accepted"" -eq 1 ]]; then"
numeric-5174b196f0f5a21f1125b2c27d4f5f72ead21b600acc0c3b91bb4d2ac5561911	evaluation/standards-effectiveness/verify-milestone-7-rust-async-decomposition.sh	134	8	shell-numeric	-eq	0	"""$seen_planned"" -eq 0"	68d5fce2682f2062d76ed4ac54aeceacce1bb08da1bea4763f7a3d0dde6f9653	"    [[ ""$seen_planned"" -eq 0 ]]"
numeric-625da0e634bc995f6cc8fb3f80cede66f533c2850a61df9796ca1fb25ea0eef6	evaluation/standards-effectiveness/verify-milestone-7-rust-async-decomposition.sh	138	8	shell-numeric	-eq	0	"""${disposed_counts[$slice]}"" -eq 0"	1f850ca58ce7cad46801ea3a495dbdb17a3d41b530a0ddf5b35c4ab70f5c5ff9	"    [[ ""${disposed_counts[$slice]}"" -eq 0 ]]"
numeric-eebd1e3a371b806e3d2107e4509a01c6231d1ed9516d18d8fd26648eeb1f2ee0	evaluation/standards-effectiveness/verify-milestone-7-security-checker-repair-replan.sh	43	4	shell-numeric	-eq	4	"""$row_count"" -eq 4"	84ffb9df686678543bf3e133fcbc19c4fd9c12bb706fdcc5bc6540937c6b0bcc	"[[ ""$row_count"" -eq 4 ]]"
numeric-8c50d0eecdcedcce90747c00ca508ccea9934cdeed1168967d9db0f243ac1126	evaluation/standards-effectiveness/verify-milestone-7-security-checker-repair-replan.sh	44	4	shell-numeric	-eq	1	"""$serial_count"" -eq 1"	30b066e81d2283f44e621f730fc70721c78a1293d8df344b1eb51c5cc4aa51ae	"[[ ""$serial_count"" -eq 1 ]]"
numeric-e8053244b192ec0feba62d07835515af6206d76d595afb4e7871f3487cc2f9b4	evaluation/standards-effectiveness/verify-milestone-7-security-checker-repair-replan.sh	45	4	shell-numeric	-eq	3	"""$parallel_count"" -eq 3"	7686f55646951b28abcc171c3720be34c74a32d72b10f8e61f1d150aede363cb	"[[ ""$parallel_count"" -eq 3 ]]"
numeric-b2e34bec601c39a7715c66814297f4fbbf7cdef8eba54e8e9529d5329b70e5f6	evaluation/standards-effectiveness/verify-milestone-7-security-checker-repair-replan.sh	46	4	symbolic-numeric	==	7.4	"""${seen_checkers[evaluation/standards-effectiveness/verify-ipc-payload-validation.sh]}"" == 7.4"	b1dd2e416b6af84edad7f32b0a4d289a03278ce648792e642912dda2f596abd1	"[[ ""${seen_checkers[evaluation/standards-effectiveness/verify-ipc-payload-validation.sh]}"" == 7.4c3hs1 ]]"
numeric-0f08fce83ed0b25ed6001fa2a2ae600babdc3ffed6eeb2d28904aa32a51f8d07	evaluation/standards-effectiveness/verify-milestone-7-source-package-preparation.sh	38	6	symbolic-numeric	>	1	NR > 1	d22153f2a2d242212f7b36a79db134501ab380c3b5d627e9e719c90a5b446fe3	"    'NR > 1 && $1 == order { print $2 }' ""$MANIFEST"")"""
numeric-b4cf9d8c8f41722d86123d9982121ddc9b998cef8b6db6df73326f2ea92b6379	evaluation/standards-effectiveness/verify-milestone-7-source-package-preparation.sh	42	6	shell-numeric	-gt	0	"""${#verifier_list[@]}"" -gt 0"	4717f919c0a6a062f9b826ae5612838f606d05e626b7a32ef495f8f52d6ac6b9	"  [[ ""${#verifier_list[@]}"" -gt 0 ]]"
numeric-3ccbc0dbc1a43bb3c43c9928dfb9cf8a0ad6c871fdde3fae38bf0aff62fb900e	evaluation/standards-effectiveness/verify-milestone-7-source-package-preparation.sh	81	4	shell-numeric	-eq	8	"""$row_count"" -eq 8"	60728354ffd083731123423ef429c3792bc42e3d7bfd67cd5f441f5b9d08882f	"[[ ""$row_count"" -eq 8 ]]"
numeric-974e853af2125026fa6c01714dce2f4c5247daa86c5d78eb1b062df851f13fa4	evaluation/standards-effectiveness/verify-milestone-7-source-package-preparation.sh	83	4	shell-numeric	-eq	9	"""${#seen_verifier_subjects[@]}"" -eq 9"	585878fca59532561bccf6d99c00260aaf737c4ecba0545acf49a0ffaca2b495	"[[ ""${#seen_verifier_subjects[@]}"" -eq 9 ]]"
numeric-f2b7f1a8411c79f00716ebca428eaec681c76d723b487e9cb89f4a4e2eb6fd5b	evaluation/standards-effectiveness/verify-milestone-7-source-package-preparation.sh	84	4	shell-numeric	-eq	9	"""${#seen_verifier_paths[@]}"" -eq 9"	06275f9428e721e750e836e9a4654ddeeab842632bcd4d3e7c5befaeab3451d7	"[[ ""${#seen_verifier_paths[@]}"" -eq 9 ]]"
numeric-43b75f017ffb66a39a8cffb3715864fab36a1b23e9a39507b0bd6b7d6eacd3e4	evaluation/standards-effectiveness/verify-milestone-7-trust-lifecycle-replan.sh	60	4	shell-numeric	-eq	0	"""$next_dispositions"" -eq 0"	6f73148dbe334f4398be07583148e08d13767f206b8aa5f8fc9af24d1427e15f	"[[ ""$next_dispositions"" -eq 0 || ""$next_dispositions"" -eq 9 ]]"
numeric-5b6899f6ca89cb4f2e119107059d8ea082e254c6664f109c5825d3bd93946e36	evaluation/standards-effectiveness/verify-milestone-7-trust-lifecycle-replan.sh	60	34	shell-numeric	-eq	9	"""$next_dispositions"" -eq 9"	6f73148dbe334f4398be07583148e08d13767f206b8aa5f8fc9af24d1427e15f	"[[ ""$next_dispositions"" -eq 0 || ""$next_dispositions"" -eq 9 ]]"
numeric-5b4a7b724875c1574fd5d39b32191c433940ccac232b8bc4c0960fdac6ec6dbc	evaluation/standards-effectiveness/verify-milestone-7-trust-lifecycle-replan.sh	105	13	shell-numeric	-gt	0	"""$concurrency_bridge_dispositions"" -gt 0"	a8b231aabe70742640f25275b5c9de8615561f627ab1ce3e9cb130acd5392464	"      if [[ ""$concurrency_bridge_dispositions"" -gt 0 ]]; then"
numeric-db9a4a351ff9e1ab02d4c6dbf1a51e143a92917608fa53c8d9f5cc352aeded43	evaluation/standards-effectiveness/verify-milestone-7-trust-lifecycle-replan.sh	111	13	shell-numeric	-eq	0	"""$rust_async_dispositions"" -eq 0"	adc8580cec99904294495eb12737308e6b21326a5796cd82a1a6273fa7a6ac49	"      if [[ ""$rust_async_dispositions"" -eq 0 ]]; then"
numeric-fd94e64456b4a08f82a677546a0d5459336731f2d9dd1ee803a16638697e93ce	evaluation/standards-effectiveness/verify-milestone-7-trust-lifecycle-replan.sh	129	4	shell-numeric	-eq	90	"""$trust_total"" -eq 90"	343e4d9f05cd50092781d9a2d1db0234b40386b7f3eb228620ca13fbd5265bd3	"[[ ""$trust_total"" -eq 90 && ""$bridge_total"" -eq 26 ]]"
numeric-0e5e79722c708c845e54b80f92d0e74f43facc185986ec550327f7eda28ddfde	evaluation/standards-effectiveness/verify-milestone-7-trust-lifecycle-replan.sh	129	29	shell-numeric	-eq	26	"""$bridge_total"" -eq 26"	343e4d9f05cd50092781d9a2d1db0234b40386b7f3eb228620ca13fbd5265bd3	"[[ ""$trust_total"" -eq 90 && ""$bridge_total"" -eq 26 ]]"
numeric-25d524940def5d07b8fa11f9a47a6f36a4d1fddea5568d7fbbc732e348a1d494	evaluation/standards-effectiveness/verify-milestone-7-trust-lifecycle-replan.sh	172	7	shell-numeric	-eq	0	"""$next_dispositions"" -eq 0"	af8314b907d10aef65ac6cb6b9951e308546369e0fe2e5ca1373749305453db2	"if [[ ""$next_dispositions"" -eq 0 ]]; then"
numeric-1121a992690b6d1e9013cb1b50ebb1ec2c28d2fb4f80c9b027e1293077fb8fc6	evaluation/standards-effectiveness/verify-network-transport-policy.sh	77	16	symbolic-numeric	>	1	NR > 1	297dc256b62ebea4ed013f062aa42392b3892327c676328b4daa70d6beed9f4c	"  awk -F '\t' 'NR > 1 && $1 >= ""STD-0596"" && $1 <= ""STD-0600"" { print $1 }' \"
numeric-7c49b2c38581b46c9f1383f038d27b80d09e720395066471e6273707d176eed6	evaluation/standards-effectiveness/verify-plan-implementation-entrypoint.sh	13	21	shell-numeric	-eq	1	""")"" -eq 1"	e3fbcfe124e242a13bea0044835693e5c85ab545c0576e46e8985d533455fd77	"[[ ""$(rg -c '^#' ""$P"")"" -eq 1 ]]"
numeric-64eeb1934b937254d1714b5519057e93de44e7834609aeead072ddf6840f4df6	evaluation/standards-effectiveness/verify-readme-template-derivation-closure.sh	17	38	symbolic-numeric	>	1	NR > 1	b66836cfd253f70eb0c405a53f9e7a0dea52ec1e992e60070dafd1deeb420f78	"mapfile -t expected < <(awk -F '\t' 'NR > 1 { print $1 }' ""$V"")"
numeric-63598d89c3a7481fe96b002284b4291987ea71c2d5014be3124965e2b2807923	evaluation/standards-effectiveness/verify-readme-template-derivation-closure.sh	21	4	shell-numeric	-eq	18	"""${#expected[@]}"" -eq 18"	c6d94862e130265fac3d5c4a0a6f607869beac69903b4f9c5bb0a1a1fbdf593c	"[[ ""${#expected[@]}"" -eq 18 && ""${actual[*]}"" == ""${expected[*]}"" ]]"
numeric-289fc6634a38e4ca161aa25fdeb1c0fa56fac4e0dcbee797a42c478705feef38	evaluation/standards-effectiveness/verify-readme-template-derivation-closure.sh	30	84	shell-numeric	-eq	1	""")"" -eq 1"	c73f758828118910e45ef6d231be9bd37b85ceb85fa977fcbec96ea2b0a15b6b	"  [[ ""$(awk -F '\t' -v id=""$id"" '$1 == id { n++ } END { print n+0 }' ""$DISPOSITIONS"")"" -eq 1 ]]"
numeric-cc38d665987e0d001a28237dfce53a2c7b727e7eedc1cd01d5a198c8209a1588	evaluation/standards-effectiveness/verify-readme-template-derivation-closure.sh	40	4	shell-numeric	-eq	0	"""$remaining"" -eq 0"	924b2d0c1f692b2aa5865363f94efb18482da1d83dbf43880ad35ec9991c2e4c	"[[ ""$remaining"" -eq 0 ]]"
numeric-9585ea4b1c5aeb67e936382dfbdc4f8198cfaa79c6a4df60aa399ddd4201499a	evaluation/standards-effectiveness/verify-release-binding-generation-procedure.sh	26	14	symbolic-numeric	>	1	NR > 1	4bd22b2758775b8666c2b07ba31ab317c0523cff8ad0dec2d0e369bc03b77e2a	"awk -F '\t' 'NR > 1 && $1 >= ""STD-0785"" && $1 <= ""STD-0788"" { print $2 "":"" $3 "":"" $4 }' ""$DISPOSITIONS"" |"
numeric-d528563e73b8202b2017b7f59991d198d14f3e720dfd9ccdc9af2f5e1d31106f	evaluation/standards-effectiveness/verify-release-binding-generation-procedure.sh	27	301	symbolic-numeric	!=	4	NR != 4	a560f6575c0bae11aee4beae70fb13b857fd4d68ea59687e62f3e96da7107f85	"  awk 'BEGIN { expected[1]=""languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md:workflows/release.md:refine""; expected[2]=expected[1]; expected[3]=""languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md:workflows/release.md:remove""; expected[4]=expected[3] } { if ($0 != expected[NR]) exit 1 } END { exit NR != 4 }'"
numeric-eb12ca435ba9ab2c8269f99e94ad83adf40dc98787c35c4ba7d19143dab0052e	evaluation/standards-effectiveness/verify-release-procedure-policy.sh	41	21	symbolic-numeric	>=	0,575	0 >= 575	6c187db5f49f7e51728d9adcb93d768b9854896a64eab5cdbdb0cd04d0b1b413	    substr($1, 5) + 0 >= 575 &&
numeric-0ff1765835957dd51d4129b9d3de3a63a13c88e3056eb9874de406aed8b71b7c	evaluation/standards-effectiveness/verify-release-procedure-policy.sh	42	21	symbolic-numeric	<=	0,576	0 <= 576	0cd547de03c4538c4a7ddf931dbbacd8e573a2225426d34fd1107da97701156f	    substr($1, 5) + 0 <= 576 { print $1 }
numeric-4a9e4c3b559c875cd82585de01215c6e0a76c1d06c7340b9cc609dc88ab91e2e	evaluation/standards-effectiveness/verify-release-procedure-policy.sh	47	5	symbolic-numeric	>	1	NR > 1	ac1fc85f2d73916c1b8ee494b11ccf82f966d27c0810418e96bedc7892faf723	    NR > 1 &&
numeric-4ee067a0fd8a05e674e2453d2db71fccb8df0cf4005f67cf9ba6c66907c9aed9	evaluation/standards-effectiveness/verify-release-procedure-policy.sh	49	21	symbolic-numeric	>=	0,575	0 >= 575	6c187db5f49f7e51728d9adcb93d768b9854896a64eab5cdbdb0cd04d0b1b413	    substr($1, 5) + 0 >= 575 &&
numeric-59e7df979cf35c9b0c049715364759c2b78bbc9ffc75e56ebe9cb48bb9e6076f	evaluation/standards-effectiveness/verify-release-procedure-policy.sh	50	21	symbolic-numeric	<=	0,576	0 <= 576	0cd547de03c4538c4a7ddf931dbbacd8e573a2225426d34fd1107da97701156f	    substr($1, 5) + 0 <= 576 { print $1 }
numeric-a287f4c9a4d2b290081217374c061a57218efd50c1253ccad59bedc5a59d6370	evaluation/standards-effectiveness/verify-release-procedure-policy.sh	56	7	shell-numeric	-ne	2	"""${#expected_ids[@]}"" -ne 2"	f2e0cb62e543c3c2267c0ddd1bf5065b0f10382469c4eb540e5190bc4b357596	"if [[ ""${#expected_ids[@]}"" -ne 2 ||"
numeric-83f0007a3bd85e691c95fe0e44b120e723be69dac1a84403e895fd52b9e72436	evaluation/standards-effectiveness/verify-resilience-recovery-policy.sh	43	16	symbolic-numeric	>	1	NR > 1	955f8ca84435cfb65ab91b25580e60bcff3bd146e05997d6dd4732497ebf41d5	"  awk -F '\t' 'NR > 1 && $1 >= ""STD-0119"" && $1 <= ""STD-0125"" {"
numeric-9feb24dc3adb38241eaba4dc02ec8d4c3fb4792d981f6a7fb908e6ff6b0a80dd	evaluation/standards-effectiveness/verify-root-index-closure.sh	18	23	shell-numeric	-le	32	""")"" -le 32"	558162424171ff2213cdfbfc09ded29e57eca1cd9ea4a4694ed1cabfa5ad3e95	"[[ ""$(wc -l < ""$README"")"" -le 32 ]]"
numeric-f5782a894739394a30cace71a58b815d6cfdb8c804ba9907370f3dc911860b3e	evaluation/standards-effectiveness/verify-root-index-closure.sh	29	4	shell-numeric	-eq	6	"""$count"" -eq 6"	a58a468206b1b2c282d97e7265524fc98adc49b5ccf58bba3305a0cb6ea50f6e	"[[ ""$count"" -eq 6 ]]"
numeric-51427d8808dfa092edb1ba8a51dbd85d1f6d2f4ff1252d68e20f0c7f2e9dd374	evaluation/standards-effectiveness/verify-root-readme-consumer-audit.sh	9	38	symbolic-numeric	>	1	NR > 1	625c8f01365a6c9a47562168d17bd6a96677ff663d8abaee44d093f34cd6f87d	"mapfile -t expected < <(awk -F '\t' 'NR > 1 { print $1 }' ""$M"" | sort)"
numeric-f5d02246cbf95ad3236b4b33a9a4277fb6ea93dbcff115a34dba8f27c434aa3f	evaluation/standards-effectiveness/verify-root-readme-consumer-audit.sh	21	20	symbolic-numeric	>	1	NR > 1	1ae04f15cb1c2e2a32175c82136523d2382ba16ac28b1d08e3cc1ebf677c6c4c	"[[ ""$(awk -F '\t' 'NR > 1 && NF != 3 { n++ } END { print n+0 }' ""$M"")"" -eq 0 ]]"
numeric-3868a88bbaac515d0e751342543a2245ff841e28a094e301aaf192db73d63925	evaluation/standards-effectiveness/verify-root-readme-consumer-audit.sh	21	30	symbolic-numeric	!=	3	NF != 3	1ae04f15cb1c2e2a32175c82136523d2382ba16ac28b1d08e3cc1ebf677c6c4c	"[[ ""$(awk -F '\t' 'NR > 1 && NF != 3 { n++ } END { print n+0 }' ""$M"")"" -eq 0 ]]"
numeric-710f939025b7e316c4bb7eb0f5c8138c76522036fbc709043933110a1bab8e69	evaluation/standards-effectiveness/verify-root-readme-consumer-audit.sh	21	68	shell-numeric	-eq	0	""")"" -eq 0"	1ae04f15cb1c2e2a32175c82136523d2382ba16ac28b1d08e3cc1ebf677c6c4c	"[[ ""$(awk -F '\t' 'NR > 1 && NF != 3 { n++ } END { print n+0 }' ""$M"")"" -eq 0 ]]"
numeric-93d5a99486f1220a1848c5caa76fe4118103235372922d0b9a91b4dcd36d9284	evaluation/standards-effectiveness/verify-root-readme-consumer-audit.sh	22	20	symbolic-numeric	>	1	NR > 1	a4749f86b43a72a690938bbc3db92949b508608c1d1d63583dde86f97def282f	"[[ ""$(awk -F '\t' 'NR > 1 && $2 !~ /^(none|negative-purity|root-authority-verifier|root-closure-verifier|consumer-audit-infrastructure)$/ { n++ } END { print n+0 }' ""$M"")"" -eq 0 ]]"
numeric-8cdace719f27ecb62700b95bca33dc118b79bce8931c7fcbfbe31c6232c30dab	evaluation/standards-effectiveness/verify-root-readme-consumer-audit.sh	22	169	shell-numeric	-eq	0	""")"" -eq 0"	a4749f86b43a72a690938bbc3db92949b508608c1d1d63583dde86f97def282f	"[[ ""$(awk -F '\t' 'NR > 1 && $2 !~ /^(none|negative-purity|root-authority-verifier|root-closure-verifier|consumer-audit-infrastructure)$/ { n++ } END { print n+0 }' ""$M"")"" -eq 0 ]]"
numeric-41c3245d68fb2cc4727ce124c5ea74a10a90d892aeb794b2ee4d5fd676093901	evaluation/standards-effectiveness/verify-root-readme-consumer-audit.sh	23	20	symbolic-numeric	>	1	NR > 1	58edf23d0fbfc27e91f1632d0d1be222b753bc84e6c857ac4172d2217da4f829	"[[ ""$(awk -F '\t' 'NR > 1 && $3 !~ /^(none|fixture-data|language-index-closure|legacy-heading-pattern|rust-profile-index)$/ { n++ } END { print n+0 }' ""$M"")"" -eq 0 ]]"
numeric-6e90d0fc7498b149a15aeb155a47e53bc382cc22bf5c42dce4286b0859738501	evaluation/standards-effectiveness/verify-root-readme-consumer-audit.sh	23	155	shell-numeric	-eq	0	""")"" -eq 0"	58edf23d0fbfc27e91f1632d0d1be222b753bc84e6c857ac4172d2217da4f829	"[[ ""$(awk -F '\t' 'NR > 1 && $3 !~ /^(none|fixture-data|language-index-closure|legacy-heading-pattern|rust-profile-index)$/ { n++ } END { print n+0 }' ""$M"")"" -eq 0 ]]"
numeric-42b2ee23738d1961be2c7cf9d67c9b2cdb399eeba4b91d368a475a78ee60f091	evaluation/standards-effectiveness/verify-router-legacy-route-closure.sh	35	4	shell-numeric	-eq	2	"""$replacement_count"" -eq 2"	03fa4c0f487536be8965fbc280010a3c5326415d53101a704f9ea4cd8d01983a	"[[ ""$replacement_count"" -eq 2 ]]"
numeric-59f5bb941adc4c04596c9cc3439e0c657ca231837e84c5055235bcee9dc9d5f7	evaluation/standards-effectiveness/verify-router-legacy-route-closure.sh	49	4	shell-numeric	-eq	27	"""$source_count"" -eq 27"	3eff085eb834a88a27076637a11265238ae6d38ec9d5d2b9c9a1f3d197229799	"[[ ""$source_count"" -eq 27 ]]"
numeric-5a80b3402f9988b01ac4c0bfee0c9699ad346d758613b37aed1af0e7b10cb520	evaluation/standards-effectiveness/verify-runtime-decoding-policy.sh	67	5	symbolic-numeric	>	1	NR > 1	ac1fc85f2d73916c1b8ee494b11ccf82f966d27c0810418e96bedc7892faf723	    NR > 1 &&
numeric-448d595f4ea23ac087bf68f08c5542fcdc34623bc2a22aa30d7157e359d63501	evaluation/standards-effectiveness/verify-rust-adoption-notes-retirement.sh	13	111	shell-numeric	-eq	0	""")"" -eq 0"	11f709a793e18f9735cf35ad8988c85deb037cad4079ce36c5ff935f2f512848	"[[ ""$(awk -F '\t' '$1 == ""languages/rust/RUST-STANDARDS-ADOPTION-NOTES.md"" { n++ } END { print n+0 }' ""$CORPUS"")"" -eq 0 ]]"
numeric-98fc306cefaf925503385538b82743c3c709acce07961d57be82cf6e2462cb21	evaluation/standards-effectiveness/verify-rust-adoption-notes-retirement.sh	14	119	shell-numeric	-eq	1	""")"" -eq 1"	6e83faf4d787097b530770d1db010418adbdde2dda8855a7a4d0711d6475ca58	"[[ ""$(awk -F '\t' '$1 == ""languages/rust/RUST-STANDARDS-ADOPTION-NOTES.md"" { n++ } END { print n+0 }' ""$FROZEN_METRICS"")"" -eq 1 ]]"
numeric-97e6636d7de5b1bb410bfe977b538d0c69e10fc48857f6c9dc9beb901b180c89	evaluation/standards-effectiveness/verify-rust-async-boundary.sh	45	16	symbolic-numeric	>	1	NR > 1	7ade7137ae3d498b7807facece774bcb32db293022bc65c597838d70d225e0d8	"  awk -F '\t' 'NR > 1 && ($1 == ""STD-0717"" || $1 == ""STD-0718"") { print $1 }' ""$DISPOSITIONS"""
numeric-c986ab6627afeb973f5ca202938ce3ee9f7356f8da569998e005eea79fb1c98c	evaluation/standards-effectiveness/verify-rust-async-lifecycle.sh	49	16	symbolic-numeric	>	1	NR > 1	795d0d88a78826f1b4576f4aa8df3a433168ef390b4f2c73ec07b9d92279b050	"  awk -F '\t' 'NR > 1 && $1 >= ""STD-0719"" && $1 <= ""STD-0721"" { print $1 }' ""$DISPOSITIONS"""
