accepted_source	accepted_relation	accepted_consumer	accepted_declaration_source	accepted_fingerprint	proposed_source	proposed_relation	proposed_consumer	proposed_declaration_source	proposed_fingerprint	disposition
workflow.commit.integration-mechanisms	reference-projection	reference.recipes.commits	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:158752e9f4cc4c1f636b38edef2bdd90a14d52f30f4c8531386b2c45f4b16329	workflow.commit.integration-mechanisms	reference-projection	reference.recipes.commits	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:158752e9f4cc4c1f636b38edef2bdd90a14d52f30f4c8531386b2c45f4b16329	retain
workflow.commit.integration-mechanisms	router-projection	router	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:464d40bd24946d681c8c6439a4ccd44e3e26482911beb1f9d9aad9eef152aa81	workflow.commit.integration-mechanisms	router-projection	router	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:464d40bd24946d681c8c6439a4ccd44e3e26482911beb1f9d9aad9eef152aa81	retain
workflow.commit.invalid-outcomes	enforcement-suite-projection	commit-consolidation-dispositions	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:0982e8e7e4403606869ca16f659ceafa2dd174495db77802e43038db38030694	workflow.commit.invalid-outcomes	enforcement-suite-projection	commit-consolidation-dispositions	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:0982e8e7e4403606869ca16f659ceafa2dd174495db77802e43038db38030694	retain
workflow.commit.isolation-applicability	documentation-projection	evaluation/standards-effectiveness/README.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:965b09e368a265a8704a13dffe672dd17f94e87a1ad3594733512c66468e44f4	workflow.commit.isolation-applicability	documentation-projection	evaluation/standards-effectiveness/README.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:965b09e368a265a8704a13dffe672dd17f94e87a1ad3594733512c66468e44f4	retain
workflow.commit.isolation-applicability	enforcement-suite-projection	commit-consolidation-dispositions	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:f665ed97e94cbaaca6edba2d3a84ed8a7a7378f8c333513c872a683c76ecd46b	workflow.commit.isolation-applicability	enforcement-suite-projection	commit-consolidation-dispositions	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:f665ed97e94cbaaca6edba2d3a84ed8a7a7378f8c333513c872a683c76ecd46b	retain
workflow.commit.isolation-applicability	fixture-projection	evaluation/standards-effectiveness/fixtures/commit/branch-lifecycle.tsv	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:6a7ef53dd57ee4bc709eba359fae47d082fd3c4b298f1039a9bb76e89c44e204	workflow.commit.isolation-applicability	fixture-projection	evaluation/standards-effectiveness/fixtures/commit/branch-lifecycle.tsv	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:6a7ef53dd57ee4bc709eba359fae47d082fd3c4b298f1039a9bb76e89c44e204	retain
workflow.commit.isolation-applicability	normative-consumer	workflow.implementation	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:f0ecf828b1478ff5e13001fb3c1a47fda33a5e151c48bb50f572ff4da0244149	workflow.commit.isolation-applicability	normative-consumer	workflow.implementation	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:f0ecf828b1478ff5e13001fb3c1a47fda33a5e151c48bb50f572ff4da0244149	retain
workflow.commit.isolation-applicability	normative-consumer	workflow.planning	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:91397bff6b92ba78ea38a0bc2a7973b3a0a529d5a42f2148f07ccbfe66bda7f0	workflow.commit.isolation-applicability	normative-consumer	workflow.planning	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:91397bff6b92ba78ea38a0bc2a7973b3a0a529d5a42f2148f07ccbfe66bda7f0	retain
workflow.commit.isolation-applicability	prompt-projection	prompts/implement-plan.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:323f76904d1e2078075fad0736e4d5d27d2e770bbc088154b3f5684b6f7083b2	workflow.commit.isolation-applicability	prompt-projection	prompts/implement-plan.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:323f76904d1e2078075fad0736e4d5d27d2e770bbc088154b3f5684b6f7083b2	retain
workflow.commit.isolation-applicability	prompt-projection	prompts/planning.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:759cee0a890a575bf143c5e5ce750c5c11ce5499756c4bb5eb3115456272dedc	workflow.commit.isolation-applicability	prompt-projection	prompts/planning.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:759cee0a890a575bf143c5e5ce750c5c11ce5499756c4bb5eb3115456272dedc	retain
workflow.commit.isolation-applicability	router-projection	router	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:ad1d4d845cac02bcda92ef67703134c7bd6458cf246db431d54039f16fdcf9f3	workflow.commit.isolation-applicability	router-projection	router	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:ad1d4d845cac02bcda92ef67703134c7bd6458cf246db431d54039f16fdcf9f3	retain
workflow.commit.isolation-applicability	template-projection	templates/PLAN-TEMPLATE.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:b5cc330cd41567e2308539ea7c3bbfd56291308c9274b8516395c813939b6861	workflow.commit.isolation-applicability	template-projection	templates/PLAN-TEMPLATE.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:b5cc330cd41567e2308539ea7c3bbfd56291308c9274b8516395c813939b6861	retain
workflow.commit.per-commit-boundary	documentation-projection	evaluation/standards-effectiveness/README.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:babcbd95fbbc5d4bfbc10b31cd6b7f09f1ed0bb0544a3e3a17649d8545c439ba	workflow.commit.per-commit-boundary	documentation-projection	evaluation/standards-effectiveness/README.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:babcbd95fbbc5d4bfbc10b31cd6b7f09f1ed0bb0544a3e3a17649d8545c439ba	retain
workflow.commit.per-commit-boundary	enforcement-suite-projection	commit-consolidation-dispositions	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:cc2198976d714f75e4861b9f1e4fedad3d7d6bc78500e7b8f1071bc2ce4d353f	workflow.commit.per-commit-boundary	enforcement-suite-projection	commit-consolidation-dispositions	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:cc2198976d714f75e4861b9f1e4fedad3d7d6bc78500e7b8f1071bc2ce4d353f	retain
workflow.commit.per-commit-boundary	enforcement-suite-projection	planning-consolidation	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:89e24ad83c70fd9964c2a1b97b65d069ca98d8b39a29ab235ea8f20e31d62312	workflow.commit.per-commit-boundary	enforcement-suite-projection	planning-consolidation	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:89e24ad83c70fd9964c2a1b97b65d069ca98d8b39a29ab235ea8f20e31d62312	retain
workflow.commit.per-commit-boundary	fixture-projection	evaluation/standards-effectiveness/fixtures/commit/authority.tsv	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:ec410bddd1cedf9e734e5e8bbffebe5a9b811a674ec1bbb591d2c0866ee562fa	workflow.commit.per-commit-boundary	fixture-projection	evaluation/standards-effectiveness/fixtures/commit/authority.tsv	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:ec410bddd1cedf9e734e5e8bbffebe5a9b811a674ec1bbb591d2c0866ee562fa	retain
workflow.commit.per-commit-boundary	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/consolidation-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:198d2d174759c0d5da3adfa88614cfce3b705f1881835280394b87bb520e3564	workflow.commit.per-commit-boundary	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/consolidation-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:198d2d174759c0d5da3adfa88614cfce3b705f1881835280394b87bb520e3564	retain
workflow.commit.per-commit-boundary	reference-projection	reference.recipes.commits	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:0b32f30107447f85d7e5ed8c14a71de808d827b7c725ac01b57f4af8b3486441	workflow.commit.per-commit-boundary	reference-projection	reference.recipes.commits	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:0b32f30107447f85d7e5ed8c14a71de808d827b7c725ac01b57f4af8b3486441	retain
workflow.commit.per-commit-boundary	router-projection	router	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:376368d8e9296202a13c99c11937c2723253b6b842e0f63e1216d48652dd4c49	workflow.commit.per-commit-boundary	router-projection	router	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:376368d8e9296202a13c99c11937c2723253b6b842e0f63e1216d48652dd4c49	retain
workflow.commit.rewrite-authority	enforcement-suite-projection	commit-consolidation-dispositions	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:59c6e3fb9e23e3127383e32d25dab803d68009b7f1b6ff322d2054b2fd323be9	workflow.commit.rewrite-authority	enforcement-suite-projection	commit-consolidation-dispositions	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:59c6e3fb9e23e3127383e32d25dab803d68009b7f1b6ff322d2054b2fd323be9	retain
workflow.commit.rewrite-authority	fixture-projection	evaluation/standards-effectiveness/fixtures/commit/authority.tsv	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:65dc013c0af31b647d3fe402815d665208f2ab5c9f9d338352bd6f5232deac73	workflow.commit.rewrite-authority	fixture-projection	evaluation/standards-effectiveness/fixtures/commit/authority.tsv	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:65dc013c0af31b647d3fe402815d665208f2ab5c9f9d338352bd6f5232deac73	retain
workflow.commit.rewrite-authority	router-projection	router	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:08f3f2461ca9a3cfa83095d7f10465a081d2e2326a8b2723664b49a8ce6e2544	workflow.commit.rewrite-authority	router-projection	router	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:08f3f2461ca9a3cfa83095d7f10465a081d2e2326a8b2723664b49a8ce6e2544	retain
workflow.commit.terminal-branch-lifecycle	documentation-projection	evaluation/standards-effectiveness/README.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:5b6c58ab457f8e940273f0c8f391b2d06fba83ca37a330c8cf5de6011cc5ee8a	workflow.commit.terminal-branch-lifecycle	documentation-projection	evaluation/standards-effectiveness/README.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:5b6c58ab457f8e940273f0c8f391b2d06fba83ca37a330c8cf5de6011cc5ee8a	retain
workflow.commit.terminal-branch-lifecycle	enforcement-suite-projection	commit-consolidation-dispositions	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:260ecfaf38cbe5aa44bb333e53f2aacf93cf1ffe3043e6b196fa9e923ef76062	workflow.commit.terminal-branch-lifecycle	enforcement-suite-projection	commit-consolidation-dispositions	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:260ecfaf38cbe5aa44bb333e53f2aacf93cf1ffe3043e6b196fa9e923ef76062	retain
workflow.commit.terminal-branch-lifecycle	fixture-projection	evaluation/standards-effectiveness/fixtures/commit/branch-lifecycle.tsv	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:03a12390da77a126bd4ef4c9dba0933fa5bbfbc5e732429145213e5bc527a0aa	workflow.commit.terminal-branch-lifecycle	fixture-projection	evaluation/standards-effectiveness/fixtures/commit/branch-lifecycle.tsv	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:03a12390da77a126bd4ef4c9dba0933fa5bbfbc5e732429145213e5bc527a0aa	retain
workflow.commit.terminal-branch-lifecycle	normative-consumer	profile.workflow.concurrent-plan-integration	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:08342bddfde54e3a532ce05ab1b9a30a36dd2642071968aeeccc082257917458	workflow.commit.terminal-branch-lifecycle	normative-consumer	profile.workflow.concurrent-plan-integration	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:08342bddfde54e3a532ce05ab1b9a30a36dd2642071968aeeccc082257917458	retain
workflow.commit.terminal-branch-lifecycle	normative-consumer	workflow.implementation	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:5bf52e078de450938dc31862b400b5cccf7508f42fed7743fa010d92ffc479fb	workflow.commit.terminal-branch-lifecycle	normative-consumer	workflow.implementation	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:5bf52e078de450938dc31862b400b5cccf7508f42fed7743fa010d92ffc479fb	retain
workflow.commit.terminal-branch-lifecycle	normative-consumer	workflow.release	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:1d3d6108541bbd57d11765194ff526e9baf7cd52baa391c729cd74e2f2b145b1	workflow.commit.terminal-branch-lifecycle	normative-consumer	workflow.release	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:1d3d6108541bbd57d11765194ff526e9baf7cd52baa391c729cd74e2f2b145b1	retain
workflow.commit.terminal-branch-lifecycle	router-projection	router	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:6fe105e198429f73aa1d595b9551703974e214de721e7dd01aa18fecc709b5dd	workflow.commit.terminal-branch-lifecycle	router-projection	router	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:6fe105e198429f73aa1d595b9551703974e214de721e7dd01aa18fecc709b5dd	retain
workflow.commit.topology	enforcement-suite-projection	commit-consolidation-dispositions	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:ae424582e52d5e3d1499cde22c3693e84c2ffe374d46aebd818276d7cfafdb6b	workflow.commit.topology	enforcement-suite-projection	commit-consolidation-dispositions	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:ae424582e52d5e3d1499cde22c3693e84c2ffe374d46aebd818276d7cfafdb6b	retain
workflow.commit.worktree-lifecycle	documentation-projection	evaluation/standards-effectiveness/README.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:d6b62e57a73e306773279515aa0b660d102efd0a65ec1ed3fbf1ddbcb8c81404	workflow.commit.worktree-lifecycle	documentation-projection	evaluation/standards-effectiveness/README.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:d6b62e57a73e306773279515aa0b660d102efd0a65ec1ed3fbf1ddbcb8c81404	retain
workflow.commit.worktree-lifecycle	enforcement-suite-projection	commit-consolidation-dispositions	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:4b394185c126c7f76902f2ea961705b75fcbae2c41ed26098295e80096463b41	workflow.commit.worktree-lifecycle	enforcement-suite-projection	commit-consolidation-dispositions	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:4b394185c126c7f76902f2ea961705b75fcbae2c41ed26098295e80096463b41	retain
workflow.commit.worktree-lifecycle	fixture-projection	evaluation/standards-effectiveness/fixtures/commit/branch-lifecycle.tsv	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:24af5a97c093c7e237cc256d16f3ecfc40e01fbd1e7f8ca1e81b658f9a64de73	workflow.commit.worktree-lifecycle	fixture-projection	evaluation/standards-effectiveness/fixtures/commit/branch-lifecycle.tsv	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:24af5a97c093c7e237cc256d16f3ecfc40e01fbd1e7f8ca1e81b658f9a64de73	retain
workflow.commit.worktree-lifecycle	fixture-projection	evaluation/standards-effectiveness/fixtures/commit/task-worktree-terminal.tsv	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:ffe9495a5a9fc5c3914d1cb6e55f50256daf981781a27a3b15c6c39089cee9e8	workflow.commit.worktree-lifecycle	fixture-projection	evaluation/standards-effectiveness/fixtures/commit/task-worktree-terminal.tsv	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:ffe9495a5a9fc5c3914d1cb6e55f50256daf981781a27a3b15c6c39089cee9e8	retain
workflow.commit.worktree-lifecycle	normative-consumer	profile.workflow.concurrent-plan-integration	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:535e76170cc644d3530528723efd7510e0aadf3c56f678f2d9cac2a2b0b43d0f	workflow.commit.worktree-lifecycle	normative-consumer	profile.workflow.concurrent-plan-integration	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:535e76170cc644d3530528723efd7510e0aadf3c56f678f2d9cac2a2b0b43d0f	retain
workflow.commit.worktree-lifecycle	normative-consumer	workflow.implementation	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:a30ad3edad66fbd94a072c14022f6a131c4e7e4f3f2cfcc2dd867921ab55420c	workflow.commit.worktree-lifecycle	normative-consumer	workflow.implementation	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:a30ad3edad66fbd94a072c14022f6a131c4e7e4f3f2cfcc2dd867921ab55420c	retain
workflow.commit.worktree-lifecycle	normative-consumer	workflow.planning	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:c3bca4d856d6db33240f582dbf0b7b4704a746ef1ac2c6733765662ba739cf84	workflow.commit.worktree-lifecycle	normative-consumer	workflow.planning	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:c3bca4d856d6db33240f582dbf0b7b4704a746ef1ac2c6733765662ba739cf84	retain
workflow.commit.worktree-lifecycle	prompt-projection	prompts/implement-plan.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:50f5b366fd1324a82cb6f2a1c3682e017c4f0308a06a1420b981912b8b18ef98	workflow.commit.worktree-lifecycle	prompt-projection	prompts/implement-plan.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:50f5b366fd1324a82cb6f2a1c3682e017c4f0308a06a1420b981912b8b18ef98	retain
workflow.commit.worktree-lifecycle	prompt-projection	prompts/planning.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:bf0b4f6ccc4319b758d746c0b38f35fb50cd1d305ab496373289516b59705ae8	workflow.commit.worktree-lifecycle	prompt-projection	prompts/planning.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:bf0b4f6ccc4319b758d746c0b38f35fb50cd1d305ab496373289516b59705ae8	retain
workflow.commit.worktree-lifecycle	reference-projection	reference.recipes.commits	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:28391c5ea552eb127f97bf6aad2b35889f644f4e653b461b97a9e754f3a0b403	workflow.commit.worktree-lifecycle	reference-projection	reference.recipes.commits	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:28391c5ea552eb127f97bf6aad2b35889f644f4e653b461b97a9e754f3a0b403	retain
workflow.commit.worktree-lifecycle	router-projection	router	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:c308522d75390d29107eb9fa37e2340e6b4e7fb8c09624bb816566d0a2a8f8f1	workflow.commit.worktree-lifecycle	router-projection	router	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:c308522d75390d29107eb9fa37e2340e6b4e7fb8c09624bb816566d0a2a8f8f1	retain
workflow.commit.worktree-lifecycle	template-projection	templates/PLAN-TEMPLATE.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:d19aa607a8e04f78d2bafc589327801afab644f9bf183f8891b1dadb00912c2b	workflow.commit.worktree-lifecycle	template-projection	templates/PLAN-TEMPLATE.md	evaluation/standards-effectiveness/policy-impact/workflow.commit.toml	sha256:d19aa607a8e04f78d2bafc589327801afab644f9bf183f8891b1dadb00912c2b	retain
workflow.planning.acceptance-claims	enforcement-suite-projection	planning-consolidation	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:8f2f8938201075db9940258e8b118ff80f886171610833f2e933136c0fa46d85	workflow.planning.acceptance-claims	enforcement-suite-projection	planning-consolidation	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:8f2f8938201075db9940258e8b118ff80f886171610833f2e933136c0fa46d85	retain
workflow.planning.acceptance-claims	normative-consumer	workflow.implementation	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:48cd9564c1c1f559eb6ba98f067882fe00c4e7a5363269a829cf791fa307f0e8	workflow.planning.acceptance-claims	normative-consumer	workflow.implementation	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:48cd9564c1c1f559eb6ba98f067882fe00c4e7a5363269a829cf791fa307f0e8	retain
workflow.planning.active-plan-fields	enforcement-suite-projection	plan-template-projection	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:0aa543a50eec3240b00e0639e47f66ffc042a73d85ba52e5e400c90eccf9cf4c	workflow.planning.active-plan-fields	enforcement-suite-projection	plan-template-projection	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:0aa543a50eec3240b00e0639e47f66ffc042a73d85ba52e5e400c90eccf9cf4c	retain
workflow.planning.active-plan-fields	enforcement-suite-projection	planning-consolidation	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:773bd41c502e4d328a69282974cd889bb3559adc72b52626669395f08202e2aa	workflow.planning.active-plan-fields	enforcement-suite-projection	planning-consolidation	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:773bd41c502e4d328a69282974cd889bb3559adc72b52626669395f08202e2aa	retain
workflow.planning.active-plan-fields	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/consolidation-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:e228f963a5cfe1e4dd5caef3ba35ed3693da0010b95041e07d3f1416045d4ea7	workflow.planning.active-plan-fields	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/consolidation-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:e228f963a5cfe1e4dd5caef3ba35ed3693da0010b95041e07d3f1416045d4ea7	retain
workflow.planning.active-plan-fields	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/template-projection-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:75c210277aed15e50eb6b011f25172f6cbf424edd604870e1fb426d81b2719ae	workflow.planning.active-plan-fields	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/template-projection-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:75c210277aed15e50eb6b011f25172f6cbf424edd604870e1fb426d81b2719ae	retain
workflow.planning.active-plan-fields	template-projection	templates/PLAN-TEMPLATE.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:870516bdb8a9088a78a5e302766ca4524b1b177ef677b2252a1fb20a03bf74a1	workflow.planning.active-plan-fields	template-projection	templates/PLAN-TEMPLATE.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:870516bdb8a9088a78a5e302766ca4524b1b177ef677b2252a1fb20a03bf74a1	retain
workflow.planning.artifact-model	enforcement-suite-projection	plan-template-projection	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:cac773e25463717c9155373af8b5fa4a37feed22e2f28486b021c7cd8aa47831	workflow.planning.artifact-model	enforcement-suite-projection	plan-template-projection	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:cac773e25463717c9155373af8b5fa4a37feed22e2f28486b021c7cd8aa47831	retain
workflow.planning.artifact-model	enforcement-suite-projection	planning-consolidation	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:0ada07ac48033c4737c76616fad7fe18d04658019cf0f57d3f7ed1777f89a129	workflow.planning.artifact-model	enforcement-suite-projection	planning-consolidation	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:0ada07ac48033c4737c76616fad7fe18d04658019cf0f57d3f7ed1777f89a129	retain
workflow.planning.artifact-model	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/consolidation-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:aaff9be9487b3d852188bf0e61588137290f95677978c97b3faa8bbc18870e1e	workflow.planning.artifact-model	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/consolidation-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:aaff9be9487b3d852188bf0e61588137290f95677978c97b3faa8bbc18870e1e	retain
workflow.planning.artifact-model	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/template-projection-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:1cf28bd18fc2f11ac43cc8d3d4fa2dc6ecf3577a9c95a0144a9954fd48ad0887	workflow.planning.artifact-model	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/template-projection-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:1cf28bd18fc2f11ac43cc8d3d4fa2dc6ecf3577a9c95a0144a9954fd48ad0887	retain
workflow.planning.artifact-model	prompt-projection	prompts/planning.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:12451d8cdcbc5049f560b6b748ee6552c16405142ea0ce43737940b3231fc4c8	workflow.planning.artifact-model	prompt-projection	prompts/planning.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:12451d8cdcbc5049f560b6b748ee6552c16405142ea0ce43737940b3231fc4c8	retain
workflow.planning.artifact-model	template-projection	templates/PLAN-TEMPLATE.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:c396535f9267b921c72f6e31725fb1fcbcc265e316ae90edc8e64a8a32ff3f67	workflow.planning.artifact-model	template-projection	templates/PLAN-TEMPLATE.md	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:c396535f9267b921c72f6e31725fb1fcbcc265e316ae90edc8e64a8a32ff3f67	retain
workflow.planning.completion	enforcement-suite-projection	planning-consolidation	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:2b7e9c2057bb15bccd962f164b2828c2508e5da234a0e81d6bfcfef744d8a615	workflow.planning.completion	enforcement-suite-projection	planning-consolidation	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:2b7e9c2057bb15bccd962f164b2828c2508e5da234a0e81d6bfcfef744d8a615	retain
workflow.planning.completion	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/consolidation-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:c142dbcd304450e6542fb779316afcfae6fb68db8e599603c094647a3e47c0e1	workflow.planning.completion	fixture-projection	evaluation/standards-effectiveness/fixtures/planning/consolidation-decisions.tsv	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:c142dbcd304450e6542fb779316afcfae6fb68db8e599603c094647a3e47c0e1	retain
workflow.planning.concurrent-integration-routing	enforcement-suite-projection	concurrent-plan-integration	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:dbc126421782f29209196259cf6c112667cadbc0898bf2769ff8ea3b63e2aa23	workflow.planning.concurrent-integration-routing	enforcement-suite-projection	concurrent-plan-integration	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:dbc126421782f29209196259cf6c112667cadbc0898bf2769ff8ea3b63e2aa23	retain
workflow.planning.concurrent-integration-routing	enforcement-suite-projection	s1-routing	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:2e89061c05c5a7bfec897fcb5aeddb39e9519476abf36c8c63d669fa46cad959	workflow.planning.concurrent-integration-routing	enforcement-suite-projection	s1-routing	evaluation/standards-effectiveness/policy-impact/workflow.planning.toml	sha256:2e89061c05c5a7bfec897fcb5aeddb39e9519476abf36c8c63d669fa46cad959	retain
